process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
enriched in monocytes (II) (M11.0),MS4A7,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MAFB,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A12,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CPPED1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TYROBP,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FGR,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLA2G7,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IRAK3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LYN,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PYGL,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIRPA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCAR,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CRISPLD2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RNASE2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TBXAS1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLBD1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HK3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FPR2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NOD2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IFI30,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AQP9,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IMPA2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LRP1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TMEM176A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF3R,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RBP7,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CACNA2D3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MS4A4A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HPSE,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KCTD12,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SMPDL3A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LST1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RBM47,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SYK,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SECTM1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLXDC2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD163,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BST1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR4,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GLT1D1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TREM1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR8,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FBP1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFSF13,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD1D,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF2RA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC7A7,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),EMR2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RASSF4,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC31A2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MGST1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IFNGR2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RIN2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LY86,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLXNB2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC7A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),QPCT,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RNF130,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PILRA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NFE2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNS3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HNMT,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GCA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCN1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TFEC,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),VNN2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),VNN3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR5,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RTN1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF1C,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GAS2L1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GRN,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BLVRB,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ITGAX,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MS4A6A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IL13RA1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD93,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFAIP2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD14,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ITGAM,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIRPB1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SORT1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AIF1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BTK,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MYCL1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CCR1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD302,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PTAFR,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HCK,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),STAB1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),P2RY13,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCER1G,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SPI1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYP1B1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NLRP3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF1R,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD86,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SCPEP1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ADAP2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A9,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A8,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CST3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KIAA0513,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),EPB41L3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MTMR11,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSTA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RXRA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ASGR1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ASGR2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FES,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LGALS2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PRAM1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KIAA1598,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CDA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SGK1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LMO2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALDH2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FGL2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC4E,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CTSH,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYFIP1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MPEG1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLAUR,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IGSF6,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NLRP12,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MEGF9,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),APOB48R,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),F13A1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALDH1A1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SERPINA1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CEBPA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KYNU,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RAB32,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RAB31,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CEBPD,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SEPX1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIGLEC7,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SULF2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MYOF,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KLF4,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FPR1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MNDA,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGRT,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALOX5,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ANPEP,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PDGFC,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NRGN,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PRKCD,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR2A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYBB,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PADI2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CPVL,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),DMXL2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AOAH,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CHST15,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CFD,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC11A1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC4A,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ZNF467,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TYMP,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIGLEC9,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA6,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TGFBI,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA5,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA2,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA3,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CFP,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRA1,BTM and ImmuneGO,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",RARA,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FZD1,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CEBPA,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF2RA,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FOS,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF1R,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",FZD2,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",RXRA,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",SPI1,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",PTGS2,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",CSF3R,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
"RA, WNT, CSF receptors network (monocyte) (M23)",IL8,BTM and ImmuneGO,12,Innate,Cells,Monocyte,M23,MONOCYTES,MONOCYTES
enriched in activated dendritic cells/monocytes (M64),CXCL1,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),DRAM1,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),G0S2,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SOD2,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),SIRPA,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),IL1RN,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
enriched in activated dendritic cells/monocytes (M64),NINJ1,BTM and ImmuneGO,17,Innate,Cells,Monocyte,M64,INNATE RESPONSE,DC ACTIVATION
