process,symbol,immune_set,set_size,immune_system,immune_subsystem,cells,btm,group,subgroup
type I interferon response (M127),PARP9,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),STAT1,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),PLSCR1,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IFITM1,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),HERC5,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),DDX60,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),USP18,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),RSAD2,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
type I interferon response (M127),IFIT1,BTM by Modules,12,Innate,Signaling,Interferon,M127,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),LHCGR,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),COL8A1,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IMPG2,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ITGB4,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),MMP12,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),TNR,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA7,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA4,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),SFN,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),LAMC2,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ST14,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),ADAMTS20,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),FGF5,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA10,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA16,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (I) (M158.0),IFNA14,BTM by Modules,16,Innate,Signaling,Interferon,M158.0,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),LHCGR,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),FAM123A,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA8,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA2,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA7,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA5,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA4,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA21,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),PRL,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),ADAMTS20,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA10,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA16,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
interferon alpha response (II) (M158.1),IFNA14,BTM by Modules,13,Innate,Signaling,Interferon,M158.1,IFN,INTERFERON/ANTIVIRAL SENSING
enriched in monocytes (I) (M4.15),TNFSF13,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),MYCL1,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),EPB41L3,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),DPYSL2,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),RTN1,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),SLC31A2,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),FES,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),LGALS3,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),HCK,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),APLP2,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (I) (M4.15),LGALS1,BTM by Modules,11,Innate,Cells,Monocyte,M4.15,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FXYD6,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KCNE3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FAM198B,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HSPA6,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LAT2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD33,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TIMP2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD36,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFSF12-TNFSF13,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),C5AR1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MARCH1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR1B,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCGR1A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC15A3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A11,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MS4A7,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MAFB,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A12,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CPPED1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TYROBP,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FGR,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLA2G7,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IRAK3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LYN,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PYGL,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIRPA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCAR,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CRISPLD2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RNASE2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TBXAS1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLBD1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HK3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FPR2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NOD2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IFI30,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AQP9,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IMPA2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LRP1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TMEM176A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF3R,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RBP7,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CACNA2D3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MS4A4A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HPSE,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KCTD12,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SMPDL3A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LST1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RBM47,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SYK,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SECTM1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLXDC2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD163,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BST1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR4,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GLT1D1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TREM1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR8,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FBP1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFSF13,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD1D,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF2RA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC7A7,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),EMR2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RASSF4,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SLC31A2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MGST1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IFNGR2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RIN2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LY86,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLXNB2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LILRB1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC7A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),QPCT,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RNF130,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PILRA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NFE2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNS3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HNMT,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GCA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCN1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TFEC,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),VNN2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),VNN3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TLR5,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RTN1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF1C,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GAS2L1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),GRN,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BLVRB,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ITGAX,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MS4A6A,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IL13RA1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD93,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),TNFAIP2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD14,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ITGAM,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SIRPB1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SORT1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),AIF1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),BTK,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NCF1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MYCL1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CCR1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD302,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PTAFR,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),HCK,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),STAB1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),P2RY13,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FCER1G,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SPI1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYP1B1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NLRP3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSF1R,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CD86,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SCPEP1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ADAP2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A9,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),S100A8,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CST3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KIAA0513,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),EPB41L3,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MTMR11,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CSTA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),RXRA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ASGR1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ASGR2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FES,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LGALS2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PRAM1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KIAA1598,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CDA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SGK1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),LMO2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALDH2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),FGL2,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CLEC4E,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CTSH,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CYFIP1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MPEG1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),PLAUR,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),IGSF6,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),NLRP12,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),MEGF9,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),APOB48R,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),F13A1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),ALDH1A1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),SERPINA1,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),CEBPA,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
enriched in monocytes (II) (M11.0),KYNU,BTM by Modules,189,Innate,Cells,Monocyte,M11.0,MONOCYTES,MONOCYTES
